transaction,account_key,client_key,journal_date_key,debit_amount,credit_amount,?column?
Invoice - 2026-09-11_1073 ,Cost Of Good Sold,4000,2026-08-12,810.0, ,CSV_Import
Invoice - 2026-09-13_1074 ,Cost Of Good Sold,4000,2026-08-14,489.0, ,CSV_Import
Invoice - 2026-09-12_1075 ,Cost Of Good Sold,4000,2026-08-13,277.0, ,CSV_Import
Invoice - 2026-09-23_1076 ,Cost Of Good Sold,4000,2026-08-24,268.0, ,CSV_Import
Invoice - 2026-09-27_1077 ,Cost Of Good Sold,4000,2026-08-28,526.0, ,CSV_Import
Invoice - 2026-09-18_1078 ,Cost Of Good Sold,4000,2026-08-19,175.0, ,CSV_Import
Invoice - 2026-09-07_1079 ,Cost Of Good Sold,4000,2026-08-08,361.0, ,CSV_Import
Invoice - 2026-09-10_1080 ,Cost Of Good Sold,4000,2026-08-11,234.0, ,CSV_Import
Invoice - 2026-09-28_1081 ,Cost Of Good Sold,4000,2026-08-29,472.0, ,CSV_Import
Invoice - 2026-09-23_1082 ,Cost Of Good Sold,4000,2026-08-24,818.0, ,CSV_Import
Invoice - 2026-09-15_1083 ,Cost Of Good Sold,4000,2026-08-16,1064.0, ,CSV_Import
Invoice - 2026-09-11_1084 ,Cost Of Good Sold,4000,2026-08-12,720.0, ,CSV_Import
Invoice - 2026-09-17_1085 ,Cost Of Good Sold,4000,2026-08-18,687.0, ,CSV_Import
Invoice - 2026-09-25_1086 ,Cost Of Good Sold,4000,2026-08-26,744.0, ,CSV_Import
Invoice - 2026-09-10_1087 ,Cost Of Good Sold,4000,2026-08-11,582.0, ,CSV_Import
Invoice - 2026-09-24_1088 ,Cost Of Good Sold,4000,2026-08-25,680.0, ,CSV_Import
Invoice - 2026-09-09_1089 ,Cost Of Good Sold,4000,2026-08-10,636.0, ,CSV_Import
Invoice - 2026-09-29_1090 ,Cost Of Good Sold,4000,2026-08-30,418.0, ,CSV_Import
Invoice - 2026-09-15_1091 ,Cost Of Good Sold,4000,2026-08-16,805.0, ,CSV_Import
Invoice - 2026-09-11_1092 ,Cost Of Good Sold,4000,2026-08-12,426.0, ,CSV_Import
Invoice - 2026-09-12_1093 ,Cost Of Good Sold,4000,2026-08-13,408.0, ,CSV_Import
Invoice - 2026-09-27_1094 ,Cost Of Good Sold,4000,2026-08-28,586.0, ,CSV_Import
Invoice - 2026-09-11_1095 ,Cost Of Good Sold,4000,2026-08-12,469.0, ,CSV_Import
Invoice - 2026-09-30_1096 ,Cost Of Good Sold,4000,2026-08-31,241.0, ,CSV_Import
Invoice - 2026-09-16_1097 ,Cost Of Good Sold,4000,2026-08-17,501.0, ,CSV_Import
Invoice - 2026-09-19_1098 ,Cost Of Good Sold,4000,2026-08-20,598.0, ,CSV_Import
Invoice - 2026-09-26_1099 ,Cost Of Good Sold,4000,2026-08-27,345.0, ,CSV_Import
Invoice - 2026-09-11_1100 ,Cost Of Good Sold,4000,2026-08-12,1040.0, ,CSV_Import
Invoice - 2026-09-10_1101 ,Cost Of Good Sold,4000,2026-08-11,436.0, ,CSV_Import
Invoice - 2026-09-27_1102 ,Cost Of Good Sold,4000,2026-08-28,525.0, ,CSV_Import
Invoice - 2026-09-14_1103 ,Cost Of Good Sold,4000,2026-08-15,458.0, ,CSV_Import
Invoice - 2026-09-10_1104 ,Cost Of Good Sold,4000,2026-08-11,530.0, ,CSV_Import
Invoice - 2026-09-09_1105 ,Cost Of Good Sold,4000,2026-08-10,936.0, ,CSV_Import
Invoice - 2026-10-01_1106 ,Cost Of Good Sold,4000,2026-09-01,530.0, ,CSV_Import
Invoice - 2026-09-30_1107 ,Cost Of Good Sold,4000,2026-08-31,376.0, ,CSV_Import
Invoice - 2026-09-07_1108 ,Cost Of Good Sold,4000,2026-08-08,760.0, ,CSV_Import
Invoice - 2026-09-06_1109 ,Cost Of Good Sold,4000,2026-08-07,263.0, ,CSV_Import
Invoice - 2026-10-03_1110 ,Cost Of Good Sold,4000,2026-09-03,358.0, ,CSV_Import
Invoice - 2026-10-02_1111 ,Cost Of Good Sold,4000,2026-09-02,543.0, ,CSV_Import
Invoice - 2026-09-22_1112 ,Cost Of Good Sold,4000,2026-08-23,350.0, ,CSV_Import
Invoice - 2026-09-19_1113 ,Cost Of Good Sold,4000,2026-08-20,291.0, ,CSV_Import
Invoice - 2026-09-22_1114 ,Cost Of Good Sold,4000,2026-08-23,421.0, ,CSV_Import
Invoice - 2026-09-24_1115 ,Cost Of Good Sold,4000,2026-08-25,389.0, ,CSV_Import
Invoice - 2026-09-12_1116 ,Cost Of Good Sold,4000,2026-08-13,460.0, ,CSV_Import
Invoice - 2026-10-02_1117 ,Cost Of Good Sold,4000,2026-09-02,711.0, ,CSV_Import
Invoice - 2026-09-30_1118 ,Cost Of Good Sold,4000,2026-08-31,221.0, ,CSV_Import
Invoice - 2026-09-07_1119 ,Cost Of Good Sold,4000,2026-08-08,714.0, ,CSV_Import
Invoice - 2026-09-11_1120 ,Cost Of Good Sold,4000,2026-08-12,657.0, ,CSV_Import
Invoice - 2026-09-10_1121 ,Cost Of Good Sold,4000,2026-08-11,474.0, ,CSV_Import
Invoice - 2026-09-22_1122 ,Cost Of Good Sold,4000,2026-08-23,520.0, ,CSV_Import
Invoice - 2026-09-11_1123 ,Cost Of Good Sold,4000,2026-08-12,266.0, ,CSV_Import
Invoice - 2026-09-27_1124 ,Cost Of Good Sold,4000,2026-08-28,206.0, ,CSV_Import
Invoice - 2026-09-26_1125 ,Cost Of Good Sold,4000,2026-08-27,663.0, ,CSV_Import
Invoice - 2026-09-14_1126 ,Cost Of Good Sold,4000,2026-08-15,487.0, ,CSV_Import
Invoice - 2026-10-02_1127 ,Cost Of Good Sold,4000,2026-09-02,566.0, ,CSV_Import
Invoice - 2026-09-29_1128 ,Cost Of Good Sold,4000,2026-08-30,940.0, ,CSV_Import
Invoice - 2026-09-30_1129 ,Cost Of Good Sold,4000,2026-08-31,599.0, ,CSV_Import
Invoice - 2026-10-01_1130 ,Cost Of Good Sold,4000,2026-09-01,382.0, ,CSV_Import
Invoice - 2026-09-29_1131 ,Cost Of Good Sold,4000,2026-08-30,660.0, ,CSV_Import
Invoice - 2026-09-23_1132 ,Cost Of Good Sold,4000,2026-08-24,510.0, ,CSV_Import
Invoice - 2026-10-02_1133 ,Cost Of Good Sold,4000,2026-09-02,262.0, ,CSV_Import
Invoice - 2026-09-24_1134 ,Cost Of Good Sold,4000,2026-08-25,500.0, ,CSV_Import
Invoice - 2026-09-29_1135 ,Cost Of Good Sold,4000,2026-08-30,785.0, ,CSV_Import
Invoice - 2026-09-28_1136 ,Cost Of Good Sold,4000,2026-08-29,572.0, ,CSV_Import
Invoice - 2026-09-22_1137 ,Cost Of Good Sold,4000,2026-08-23,438.0, ,CSV_Import
Invoice - 2026-09-18_1138 ,Cost Of Good Sold,4000,2026-08-19,596.0, ,CSV_Import
Invoice - 2026-09-22_1139 ,Cost Of Good Sold,4000,2026-08-23,692.0, ,CSV_Import
Invoice - 2026-09-21_1140 ,Cost Of Good Sold,4000,2026-08-22,805.0, ,CSV_Import
Invoice - 2026-09-19_1141 ,Cost Of Good Sold,4000,2026-08-20,288.0, ,CSV_Import
Invoice - 2026-09-18_1142 ,Cost Of Good Sold,4000,2026-08-19,293.0, ,CSV_Import
Invoice - 2026-09-18_1143 ,Cost Of Good Sold,4000,2026-08-19,463.0, ,CSV_Import
Invoice - 2026-09-29_1144 ,Cost Of Good Sold,4000,2026-08-30,285.0, ,CSV_Import
Invoice - 2026-09-05_1145 ,Cost Of Good Sold,4000,2026-08-06,568.0, ,CSV_Import
Invoice - 2026-09-19_1146 ,Cost Of Good Sold,4000,2026-08-20,653.0, ,CSV_Import
Invoice - 2026-10-02_1147 ,Cost Of Good Sold,4000,2026-09-02,994.0, ,CSV_Import
Invoice - 2026-09-22_1148 ,Cost Of Good Sold,4000,2026-08-23,790.0, ,CSV_Import
Invoice - 2026-09-27_1149 ,Cost Of Good Sold,4000,2026-08-28,927.0, ,CSV_Import
Invoice - 2026-09-27_1150 ,Cost Of Good Sold,4000,2026-08-28,489.0, ,CSV_Import
Invoice - 2026-09-09_1151 ,Cost Of Good Sold,4000,2026-08-10,372.0, ,CSV_Import
Invoice - 2026-09-21_1152 ,Cost Of Good Sold,4000,2026-08-22,628.0, ,CSV_Import
Invoice - 2026-09-23_1153 ,Cost Of Good Sold,4000,2026-08-24,603.0, ,CSV_Import
Invoice - 2026-09-25_1154 ,Cost Of Good Sold,4000,2026-08-26,462.0, ,CSV_Import
Invoice - 2026-09-29_1155 ,Cost Of Good Sold,4000,2026-08-30,851.0, ,CSV_Import
Invoice - 2026-09-05_1156 ,Cost Of Good Sold,4000,2026-08-06,656.0, ,CSV_Import
Invoice - 2026-09-20_1157 ,Cost Of Good Sold,4000,2026-08-21,370.0, ,CSV_Import
Invoice - 2026-09-12_1158 ,Cost Of Good Sold,4000,2026-08-13,360.0, ,CSV_Import
Invoice - 2026-10-01_1159 ,Cost Of Good Sold,4000,2026-09-01,351.0, ,CSV_Import
Invoice - 2026-09-07_1160 ,Cost Of Good Sold,4000,2026-08-08,710.0, ,CSV_Import
Invoice - 2026-09-22_1161 ,Cost Of Good Sold,4000,2026-08-23,376.0, ,CSV_Import
Invoice - 2026-09-19_1162 ,Cost Of Good Sold,4000,2026-08-20,352.0, ,CSV_Import
Invoice - 2026-10-03_1163 ,Cost Of Good Sold,4000,2026-09-03,882.0, ,CSV_Import
Invoice - 2026-09-13_1164 ,Cost Of Good Sold,4000,2026-08-14,380.0, ,CSV_Import
Invoice - 2026-09-20_1165 ,Cost Of Good Sold,4000,2026-08-21,444.0, ,CSV_Import
Invoice - 2026-09-06_1166 ,Cost Of Good Sold,4000,2026-08-07,435.0, ,CSV_Import
Invoice - 2026-09-14_1167 ,Cost Of Good Sold,4000,2026-08-15,192.0, ,CSV_Import
Invoice - 2026-09-15_1168 ,Cost Of Good Sold,4000,2026-08-16,928.0, ,CSV_Import
Invoice - 2026-09-06_1169 ,Cost Of Good Sold,4000,2026-08-07,654.0, ,CSV_Import
Invoice - 2026-09-09_1170 ,Cost Of Good Sold,4000,2026-08-10,554.0, ,CSV_Import
Invoice - 2026-09-24_1171 ,Cost Of Good Sold,4000,2026-08-25,431.0, ,CSV_Import
Invoice - 2026-09-21_1172 ,Cost Of Good Sold,4000,2026-08-22,526.0, ,CSV_Import
Invoice - 2026-09-13_1173 ,Cost Of Good Sold,4000,2026-08-14,525.0, ,CSV_Import
Invoice - 2026-09-13_1174 ,Cost Of Good Sold,4000,2026-08-14,1014.0, ,CSV_Import
Invoice - 2026-09-06_1175 ,Cost Of Good Sold,4000,2026-08-07,867.0, ,CSV_Import
Invoice - 2026-09-20_1176 ,Cost Of Good Sold,4000,2026-08-21,497.0, ,CSV_Import
Invoice - 2026-09-28_1177 ,Cost Of Good Sold,4000,2026-08-29,733.0, ,CSV_Import
Invoice - 2026-09-05_1178 ,Cost Of Good Sold,4000,2026-08-06,401.0, ,CSV_Import
Invoice - 2026-09-18_1179 ,Cost Of Good Sold,4000,2026-08-19,201.0, ,CSV_Import
Invoice - 2026-09-17_1180 ,Cost Of Good Sold,4000,2026-08-18,280.0, ,CSV_Import
Invoice - 2026-09-14_1181 ,Cost Of Good Sold,4000,2026-08-15,648.0, ,CSV_Import
Invoice - 2026-09-12_1182 ,Cost Of Good Sold,4000,2026-08-13,657.0, ,CSV_Import
Invoice - 2026-09-25_1183 ,Cost Of Good Sold,4000,2026-08-26,708.0, ,CSV_Import
Invoice - 2026-09-26_1184 ,Cost Of Good Sold,4000,2026-08-27,360.0, ,CSV_Import
Invoice - 2026-09-07_1185 ,Cost Of Good Sold,4000,2026-08-08,267.0, ,CSV_Import
Invoice - 2026-09-29_1186 ,Cost Of Good Sold,4000,2026-08-30,702.0, ,CSV_Import
Invoice - 2026-10-03_1187 ,Cost Of Good Sold,4000,2026-09-03,154.0, ,CSV_Import
Invoice - 2026-09-29_1188 ,Cost Of Good Sold,4000,2026-08-30,520.0, ,CSV_Import
Invoice - 2026-09-28_1189 ,Cost Of Good Sold,4000,2026-08-29,170.0, ,CSV_Import
Invoice - 2026-09-10_1190 ,Cost Of Good Sold,4000,2026-08-11,163.0, ,CSV_Import
Invoice - 2026-09-25_1191 ,Cost Of Good Sold,4000,2026-08-26,539.0, ,CSV_Import
Invoice - 2026-09-21_1192 ,Cost Of Good Sold,4000,2026-08-22,260.0, ,CSV_Import
Invoice - 2026-09-11_1193 ,Cost Of Good Sold,4000,2026-08-12,411.0, ,CSV_Import
Invoice - 2026-09-17_1194 ,Cost Of Good Sold,4000,2026-08-18,573.0, ,CSV_Import
Invoice - 2026-09-18_1195 ,Cost Of Good Sold,4000,2026-08-19,92.0, ,CSV_Import
Invoice - 2026-10-03_1196 ,Cost Of Good Sold,4000,2026-09-03,237.0, ,CSV_Import
Invoice - 2026-09-08_1197 ,Cost Of Good Sold,4000,2026-08-09,828.0, ,CSV_Import
Invoice - 2026-09-29_1198 ,Cost Of Good Sold,4000,2026-08-30,852.0, ,CSV_Import
Invoice - 2026-09-25_1199 ,Cost Of Good Sold,4000,2026-08-26,146.0, ,CSV_Import
Invoice - 2026-09-19_1200 ,Cost Of Good Sold,4000,2026-08-20,546.0, ,CSV_Import
Invoice - 2026-09-24_1201 ,Cost Of Good Sold,4000,2026-08-25,944.0, ,CSV_Import
Invoice - 2026-09-09_1202 ,Cost Of Good Sold,4000,2026-08-10,436.0, ,CSV_Import
Invoice - 2026-09-21_1203 ,Cost Of Good Sold,4000,2026-08-22,1026.0, ,CSV_Import
Invoice - 2026-09-26_1204 ,Cost Of Good Sold,4000,2026-08-27,838.0, ,CSV_Import
Invoice - 2026-09-26_1205 ,Cost Of Good Sold,4000,2026-08-27,279.0, ,CSV_Import
Invoice - 2026-09-29_1206 ,Cost Of Good Sold,4000,2026-08-30,1089.0, ,CSV_Import
Invoice - 2026-10-02_1207 ,Cost Of Good Sold,4000,2026-09-02,636.0, ,CSV_Import
Invoice - 2026-09-05_1208 ,Cost Of Good Sold,4000,2026-08-06,698.0, ,CSV_Import
Invoice - 2026-09-22_1209 ,Cost Of Good Sold,4000,2026-08-23,619.0, ,CSV_Import
Invoice - 2026-09-16_1210 ,Cost Of Good Sold,4000,2026-08-17,642.0, ,CSV_Import
Invoice - 2026-09-06_1211 ,Cost Of Good Sold,4000,2026-08-07,787.0, ,CSV_Import
Invoice - 2026-09-11_1212 ,Cost Of Good Sold,4000,2026-08-12,652.0, ,CSV_Import
Invoice - 2026-09-18_1213 ,Cost Of Good Sold,4000,2026-08-19,864.0, ,CSV_Import
Invoice - 2026-09-24_1214 ,Cost Of Good Sold,4000,2026-08-25,983.0, ,CSV_Import
Invoice - 2026-09-28_1215 ,Cost Of Good Sold,4000,2026-08-29,967.0, ,CSV_Import
Invoice - 2026-09-23_1216 ,Cost Of Good Sold,4000,2026-08-24,1274.0, ,CSV_Import
Invoice - 2026-09-18_1217 ,Cost Of Good Sold,4000,2026-08-19,862.0, ,CSV_Import
Invoice - 2026-09-24_1218 ,Cost Of Good Sold,4000,2026-08-25,852.0, ,CSV_Import
Invoice - 2026-09-24_1219 ,Cost Of Good Sold,4000,2026-08-25,792.0, ,CSV_Import
Invoice - 2026-09-12_1220 ,Cost Of Good Sold,4000,2026-08-13,641.0, ,CSV_Import
Invoice - 2026-09-23_1221 ,Cost Of Good Sold,4000,2026-08-24,1377.0, ,CSV_Import
Invoice - 2026-09-21_1222 ,Cost Of Good Sold,4000,2026-08-22,297.0, ,CSV_Import
Invoice - 2026-09-23_1223 ,Cost Of Good Sold,4000,2026-08-24,1056.0, ,CSV_Import
Invoice - 2026-09-22_1224 ,Cost Of Good Sold,4000,2026-08-23,1035.0, ,CSV_Import
Invoice - 2026-10-03_1225 ,Cost Of Good Sold,4000,2026-09-03,966.0, ,CSV_Import
Invoice - 2026-09-13_1226 ,Cost Of Good Sold,4000,2026-08-14,1218.0, ,CSV_Import
Invoice - 2026-09-23_1227 ,Cost Of Good Sold,4000,2026-08-24,524.0, ,CSV_Import
Invoice - 2026-09-27_1228 ,Cost Of Good Sold,4000,2026-08-28,1247.0, ,CSV_Import
Invoice - 2026-09-19_1229 ,Cost Of Good Sold,4000,2026-08-20,343.0, ,CSV_Import
Invoice - 2026-09-25_1230 ,Cost Of Good Sold,4000,2026-08-26,808.0, ,CSV_Import
Invoice - 2026-09-21_1231 ,Cost Of Good Sold,4000,2026-08-22,1243.0, ,CSV_Import
Invoice - 2026-09-09_1232 ,Cost Of Good Sold,4000,2026-08-10,917.0, ,CSV_Import
Invoice - 2026-09-12_1233 ,Cost Of Good Sold,4000,2026-08-13,479.0, ,CSV_Import
Invoice - 2026-09-28_1234 ,Cost Of Good Sold,4000,2026-08-29,1029.0, ,CSV_Import
Invoice - 2026-09-30_1235 ,Cost Of Good Sold,4000,2026-08-31,1471.0, ,CSV_Import
Invoice - 2026-09-22_1236 ,Cost Of Good Sold,4000,2026-08-23,1658.0, ,CSV_Import
Invoice - 2026-09-24_1237 ,Cost Of Good Sold,4000,2026-08-25,608.0, ,CSV_Import
Invoice - 2026-10-03_1238 ,Cost Of Good Sold,4000,2026-09-03,1176.0, ,CSV_Import
Invoice - 2026-09-15_1239 ,Cost Of Good Sold,4000,2026-08-16,1357.0, ,CSV_Import
Invoice - 2026-09-15_1240 ,Cost Of Good Sold,4000,2026-08-16,732.0, ,CSV_Import
Invoice - 2026-09-15_1241 ,Cost Of Good Sold,4000,2026-08-16,287.0, ,CSV_Import
Invoice - 2026-09-27_1242 ,Cost Of Good Sold,4000,2026-08-28,685.0, ,CSV_Import
Invoice - 2026-09-25_1243 ,Cost Of Good Sold,4000,2026-08-26,409.0, ,CSV_Import
Invoice - 2026-09-07_1244 ,Cost Of Good Sold,4000,2026-08-08,339.0, ,CSV_Import
Invoice - 2026-09-30_1245 ,Cost Of Good Sold,4000,2026-08-31,1148.0, ,CSV_Import
Invoice - 2026-09-11_1246 ,Cost Of Good Sold,4000,2026-08-12,425.0, ,CSV_Import
Invoice - 2026-09-20_1247 ,Cost Of Good Sold,4000,2026-08-21,581.0, ,CSV_Import
Invoice - 2026-09-23_1248 ,Cost Of Good Sold,4000,2026-08-24,890.0, ,CSV_Import
Invoice - 2026-09-17_1249 ,Cost Of Good Sold,4000,2026-08-18,857.0, ,CSV_Import
Invoice - 2026-09-17_1250 ,Cost Of Good Sold,4000,2026-08-18,888.0, ,CSV_Import
Invoice - 2026-09-14_1251 ,Cost Of Good Sold,4000,2026-08-15,462.0, ,CSV_Import
Invoice - 2026-09-07_1252 ,Cost Of Good Sold,4000,2026-08-08,524.0, ,CSV_Import
Invoice - 2026-09-08_1253 ,Cost Of Good Sold,4000,2026-08-09,559.0, ,CSV_Import
Invoice - 2026-09-25_1254 ,Cost Of Good Sold,4000,2026-08-26,1077.0, ,CSV_Import
Invoice - 2026-09-26_1255 ,Cost Of Good Sold,4000,2026-08-27,586.0, ,CSV_Import
Invoice - 2026-09-26_1256 ,Cost Of Good Sold,4000,2026-08-27,634.0, ,CSV_Import
Invoice - 2026-09-25_1257 ,Cost Of Good Sold,4000,2026-08-26,482.0, ,CSV_Import
Invoice - 2026-10-01_1258 ,Cost Of Good Sold,4000,2026-09-01,227.0, ,CSV_Import
Invoice - 2026-09-15_1259 ,Cost Of Good Sold,4000,2026-08-16,618.0, ,CSV_Import
Invoice - 2026-10-02_1260 ,Cost Of Good Sold,4000,2026-09-02,936.0, ,CSV_Import
Invoice - 2026-09-14_1261 ,Cost Of Good Sold,4000,2026-08-15,571.0, ,CSV_Import
Invoice - 2026-09-11_1262 ,Cost Of Good Sold,4000,2026-08-12,1028.0, ,CSV_Import
Invoice - 2026-09-17_1263 ,Cost Of Good Sold,4000,2026-08-18,1150.0, ,CSV_Import
Invoice - 2026-09-15_1264 ,Cost Of Good Sold,4000,2026-08-16,850.0, ,CSV_Import
Invoice - 2026-09-11_1265 ,Cost Of Good Sold,4000,2026-08-12,1137.0, ,CSV_Import
Invoice - 2026-09-17_1266 ,Cost Of Good Sold,4000,2026-08-18,868.0, ,CSV_Import
Invoice - 2026-09-05_1267 ,Cost Of Good Sold,4000,2026-08-06,744.0, ,CSV_Import
