transaction,account_key,client_key,journal_date_key,debit_amount,credit_amount,?column?
Invoice - 2026-09-08_1052 ,Cash/Bank,4000,2026-08-09,25.0, ,CSV_Import
Invoice - 2026-09-12_1053 ,Cash/Bank,4000,2026-08-13,21.0, ,CSV_Import
Invoice - 2026-09-21_1054 ,Cash/Bank,4000,2026-08-22,25.0, ,CSV_Import
Invoice - 2026-09-11_1055 ,Cash/Bank,4000,2026-08-12,22.0, ,CSV_Import
Invoice - 2026-10-02_1056 ,Cash/Bank,4000,2026-09-02,25.0, ,CSV_Import
Invoice - 2026-09-16_1057 ,Cash/Bank,4000,2026-08-17,30.0, ,CSV_Import
Invoice - 2026-09-08_1058 ,Cash/Bank,4000,2026-08-09,23.0, ,CSV_Import
Invoice - 2026-09-06_1059 ,Cash/Bank,4000,2026-08-07,29.0, ,CSV_Import
Invoice - 2026-09-24_1060 ,Cash/Bank,4000,2026-08-25,24.0, ,CSV_Import
Invoice - 2026-10-01_1061 ,Cash/Bank,4000,2026-09-01,30.0, ,CSV_Import
Invoice - 2026-09-23_1062 ,Cash/Bank,4000,2026-08-24,22.0, ,CSV_Import
Invoice - 2026-10-03_1063 ,Cash/Bank,4000,2026-09-03,24.0, ,CSV_Import
Invoice - 2026-09-11_1064 ,Cash/Bank,4000,2026-08-12,29.0, ,CSV_Import
Invoice - 2026-09-30_1065 ,Cash/Bank,4000,2026-08-31,30.0, ,CSV_Import
Invoice - 2026-09-09_1066 ,Cash/Bank,4000,2026-08-10,30.0, ,CSV_Import
Invoice - 2026-09-09_1067 ,Cash/Bank,4000,2026-08-10,21.0, ,CSV_Import
Invoice - 2026-09-12_1068 ,Cash/Bank,4000,2026-08-13,21.0, ,CSV_Import
Invoice - 2026-09-29_1069 ,Cash/Bank,4000,2026-08-30,30.0, ,CSV_Import
Invoice - 2026-09-16_1070 ,Cash/Bank,4000,2026-08-17,29.0, ,CSV_Import
Invoice - 2026-09-27_1071 ,Cash/Bank,4000,2026-08-28,21.0, ,CSV_Import
Invoice - 2026-10-03_1072 ,Cash/Bank,4000,2026-09-03,20.0, ,CSV_Import
Invoice - 2026-09-11_1073 ,Cash/Bank,4000,2026-08-12,22.0, ,CSV_Import
Invoice - 2026-09-13_1074 ,Cash/Bank,4000,2026-08-14,22.0, ,CSV_Import
Invoice - 2026-09-12_1075 ,Cash/Bank,4000,2026-08-13,25.0, ,CSV_Import
Invoice - 2026-09-23_1076 ,Cash/Bank,4000,2026-08-24,30.0, ,CSV_Import
Invoice - 2026-09-27_1077 ,Cash/Bank,4000,2026-08-28,20.0, ,CSV_Import
Invoice - 2026-09-18_1078 ,Cash/Bank,4000,2026-08-19,22.0, ,CSV_Import
Invoice - 2026-09-07_1079 ,Cash/Bank,4000,2026-08-08,30.0, ,CSV_Import
Invoice - 2026-09-10_1080 ,Cash/Bank,4000,2026-08-11,21.0, ,CSV_Import
Invoice - 2026-09-28_1081 ,Cash/Bank,4000,2026-08-29,27.0, ,CSV_Import
Invoice - 2026-09-23_1082 ,Cash/Bank,4000,2026-08-24,23.0, ,CSV_Import
Invoice - 2026-09-15_1083 ,Cash/Bank,4000,2026-08-16,24.0, ,CSV_Import
Invoice - 2026-09-11_1084 ,Cash/Bank,4000,2026-08-12,29.0, ,CSV_Import
Invoice - 2026-09-17_1085 ,Cash/Bank,4000,2026-08-18,30.0, ,CSV_Import
Invoice - 2026-09-25_1086 ,Cash/Bank,4000,2026-08-26,25.0, ,CSV_Import
Invoice - 2026-09-10_1087 ,Cash/Bank,4000,2026-08-11,30.0, ,CSV_Import
Invoice - 2026-09-24_1088 ,Cash/Bank,4000,2026-08-25,29.0, ,CSV_Import
Invoice - 2026-09-09_1089 ,Cash/Bank,4000,2026-08-10,29.0, ,CSV_Import
Invoice - 2026-09-29_1090 ,Cash/Bank,4000,2026-08-30,26.0, ,CSV_Import
Invoice - 2026-09-15_1091 ,Cash/Bank,4000,2026-08-16,24.0, ,CSV_Import
Invoice - 2026-09-11_1092 ,Cash/Bank,4000,2026-08-12,26.0, ,CSV_Import
Invoice - 2026-09-12_1093 ,Cash/Bank,4000,2026-08-13,26.0, ,CSV_Import
Invoice - 2026-09-27_1094 ,Cash/Bank,4000,2026-08-28,22.0, ,CSV_Import
Invoice - 2026-09-11_1095 ,Cash/Bank,4000,2026-08-12,23.0, ,CSV_Import
Invoice - 2026-09-30_1096 ,Cash/Bank,4000,2026-08-31,28.0, ,CSV_Import
Invoice - 2026-09-16_1097 ,Cash/Bank,4000,2026-08-17,28.0, ,CSV_Import
Invoice - 2026-09-19_1098 ,Cash/Bank,4000,2026-08-20,28.0, ,CSV_Import
Invoice - 2026-09-26_1099 ,Cash/Bank,4000,2026-08-27,20.0, ,CSV_Import
Invoice - 2026-09-11_1100 ,Cash/Bank,4000,2026-08-12,23.0, ,CSV_Import
Invoice - 2026-09-10_1101 ,Cash/Bank,4000,2026-08-11,24.0, ,CSV_Import
Invoice - 2026-09-27_1102 ,Cash/Bank,4000,2026-08-28,23.0, ,CSV_Import
Invoice - 2026-09-14_1103 ,Cash/Bank,4000,2026-08-15,26.0, ,CSV_Import
Invoice - 2026-09-10_1104 ,Cash/Bank,4000,2026-08-11,28.0, ,CSV_Import
Invoice - 2026-09-09_1105 ,Cash/Bank,4000,2026-08-10,20.0, ,CSV_Import
Invoice - 2026-10-01_1106 ,Cash/Bank,4000,2026-09-01,21.0, ,CSV_Import
Invoice - 2026-09-30_1107 ,Cash/Bank,4000,2026-08-31,22.0, ,CSV_Import
Invoice - 2026-09-07_1108 ,Cash/Bank,4000,2026-08-08,27.0, ,CSV_Import
Invoice - 2026-09-06_1109 ,Cash/Bank,4000,2026-08-07,25.0, ,CSV_Import
Invoice - 2026-10-03_1110 ,Cash/Bank,4000,2026-09-03,20.0, ,CSV_Import
Invoice - 2026-10-02_1111 ,Cash/Bank,4000,2026-09-02,30.0, ,CSV_Import
Invoice - 2026-09-22_1112 ,Cash/Bank,4000,2026-08-23,24.0, ,CSV_Import
Invoice - 2026-09-19_1113 ,Cash/Bank,4000,2026-08-20,22.0, ,CSV_Import
Invoice - 2026-09-22_1114 ,Cash/Bank,4000,2026-08-23,30.0, ,CSV_Import
Invoice - 2026-09-24_1115 ,Cash/Bank,4000,2026-08-25,29.0, ,CSV_Import
Invoice - 2026-09-12_1116 ,Cash/Bank,4000,2026-08-13,29.0, ,CSV_Import
Invoice - 2026-10-02_1117 ,Cash/Bank,4000,2026-09-02,27.0, ,CSV_Import
Invoice - 2026-09-30_1118 ,Cash/Bank,4000,2026-08-31,27.0, ,CSV_Import
Invoice - 2026-09-07_1119 ,Cash/Bank,4000,2026-08-08,29.0, ,CSV_Import
Invoice - 2026-09-11_1120 ,Cash/Bank,4000,2026-08-12,30.0, ,CSV_Import
Invoice - 2026-09-10_1121 ,Cash/Bank,4000,2026-08-11,30.0, ,CSV_Import
Invoice - 2026-09-22_1122 ,Cash/Bank,4000,2026-08-23,22.0, ,CSV_Import
Invoice - 2026-09-11_1123 ,Cash/Bank,4000,2026-08-12,29.0, ,CSV_Import
Invoice - 2026-09-27_1124 ,Cash/Bank,4000,2026-08-28,23.0, ,CSV_Import
Invoice - 2026-09-26_1125 ,Cash/Bank,4000,2026-08-27,29.0, ,CSV_Import
Invoice - 2026-09-14_1126 ,Cash/Bank,4000,2026-08-15,23.0, ,CSV_Import
Invoice - 2026-10-02_1127 ,Cash/Bank,4000,2026-09-02,20.0, ,CSV_Import
Invoice - 2026-09-29_1128 ,Cash/Bank,4000,2026-08-30,22.0, ,CSV_Import
Invoice - 2026-09-30_1129 ,Cash/Bank,4000,2026-08-31,28.0, ,CSV_Import
Invoice - 2026-10-01_1130 ,Cash/Bank,4000,2026-09-01,23.0, ,CSV_Import
Invoice - 2026-09-29_1131 ,Cash/Bank,4000,2026-08-30,23.0, ,CSV_Import
Invoice - 2026-09-23_1132 ,Cash/Bank,4000,2026-08-24,22.0, ,CSV_Import
Invoice - 2026-10-02_1133 ,Cash/Bank,4000,2026-09-02,27.0, ,CSV_Import
Invoice - 2026-09-24_1134 ,Cash/Bank,4000,2026-08-25,28.0, ,CSV_Import
Invoice - 2026-09-29_1135 ,Cash/Bank,4000,2026-08-30,28.0, ,CSV_Import
Invoice - 2026-09-28_1136 ,Cash/Bank,4000,2026-08-29,26.0, ,CSV_Import
Invoice - 2026-09-22_1137 ,Cash/Bank,4000,2026-08-23,29.0, ,CSV_Import
Invoice - 2026-09-18_1138 ,Cash/Bank,4000,2026-08-19,28.0, ,CSV_Import
Invoice - 2026-09-22_1139 ,Cash/Bank,4000,2026-08-23,21.0, ,CSV_Import
Invoice - 2026-09-21_1140 ,Cash/Bank,4000,2026-08-22,26.0, ,CSV_Import
Invoice - 2026-09-19_1141 ,Cash/Bank,4000,2026-08-20,24.0, ,CSV_Import
Invoice - 2026-09-18_1142 ,Cash/Bank,4000,2026-08-19,26.0, ,CSV_Import
Invoice - 2026-09-18_1143 ,Cash/Bank,4000,2026-08-19,27.0, ,CSV_Import
Invoice - 2026-09-29_1144 ,Cash/Bank,4000,2026-08-30,30.0, ,CSV_Import
Invoice - 2026-09-05_1145 ,Cash/Bank,4000,2026-08-06,27.0, ,CSV_Import
Invoice - 2026-09-19_1146 ,Cash/Bank,4000,2026-08-20,29.0, ,CSV_Import
Invoice - 2026-10-02_1147 ,Cash/Bank,4000,2026-09-02,28.0, ,CSV_Import
Invoice - 2026-09-22_1148 ,Cash/Bank,4000,2026-08-23,30.0, ,CSV_Import
Invoice - 2026-09-27_1149 ,Cash/Bank,4000,2026-08-28,24.0, ,CSV_Import
Invoice - 2026-09-27_1150 ,Cash/Bank,4000,2026-08-28,27.0, ,CSV_Import
Invoice - 2026-09-09_1151 ,Cash/Bank,4000,2026-08-10,27.0, ,CSV_Import
Invoice - 2026-09-21_1152 ,Cash/Bank,4000,2026-08-22,24.0, ,CSV_Import
Invoice - 2026-09-23_1153 ,Cash/Bank,4000,2026-08-24,26.0, ,CSV_Import
Invoice - 2026-09-25_1154 ,Cash/Bank,4000,2026-08-26,28.0, ,CSV_Import
Invoice - 2026-09-29_1155 ,Cash/Bank,4000,2026-08-30,28.0, ,CSV_Import
Invoice - 2026-09-05_1156 ,Cash/Bank,4000,2026-08-06,29.0, ,CSV_Import
Invoice - 2026-09-20_1157 ,Cash/Bank,4000,2026-08-21,22.0, ,CSV_Import
Invoice - 2026-09-12_1158 ,Cash/Bank,4000,2026-08-13,20.0, ,CSV_Import
Invoice - 2026-10-01_1159 ,Cash/Bank,4000,2026-09-01,29.0, ,CSV_Import
Invoice - 2026-09-07_1160 ,Cash/Bank,4000,2026-08-08,23.0, ,CSV_Import
Invoice - 2026-09-22_1161 ,Cash/Bank,4000,2026-08-23,28.0, ,CSV_Import
Invoice - 2026-09-19_1162 ,Cash/Bank,4000,2026-08-20,21.0, ,CSV_Import
Invoice - 2026-10-03_1163 ,Cash/Bank,4000,2026-09-03,27.0, ,CSV_Import
Invoice - 2026-09-13_1164 ,Cash/Bank,4000,2026-08-14,24.0, ,CSV_Import
Invoice - 2026-09-20_1165 ,Cash/Bank,4000,2026-08-21,22.0, ,CSV_Import
Invoice - 2026-09-06_1166 ,Cash/Bank,4000,2026-08-07,29.0, ,CSV_Import
Invoice - 2026-09-14_1167 ,Cash/Bank,4000,2026-08-15,29.0, ,CSV_Import
Invoice - 2026-09-15_1168 ,Cash/Bank,4000,2026-08-16,27.0, ,CSV_Import
Invoice - 2026-09-06_1169 ,Cash/Bank,4000,2026-08-07,28.0, ,CSV_Import
Invoice - 2026-09-09_1170 ,Cash/Bank,4000,2026-08-10,25.0, ,CSV_Import
Invoice - 2026-09-24_1171 ,Cash/Bank,4000,2026-08-25,22.0, ,CSV_Import
Invoice - 2026-09-21_1172 ,Cash/Bank,4000,2026-08-22,26.0, ,CSV_Import
Invoice - 2026-09-13_1173 ,Cash/Bank,4000,2026-08-14,22.0, ,CSV_Import
Invoice - 2026-09-13_1174 ,Cash/Bank,4000,2026-08-14,30.0, ,CSV_Import
Invoice - 2026-09-06_1175 ,Cash/Bank,4000,2026-08-07,24.0, ,CSV_Import
Invoice - 2026-09-20_1176 ,Cash/Bank,4000,2026-08-21,27.0, ,CSV_Import
Invoice - 2026-09-28_1177 ,Cash/Bank,4000,2026-08-29,30.0, ,CSV_Import
Invoice - 2026-09-05_1178 ,Cash/Bank,4000,2026-08-06,30.0, ,CSV_Import
Invoice - 2026-09-18_1179 ,Cash/Bank,4000,2026-08-19,28.0, ,CSV_Import
Invoice - 2026-09-17_1180 ,Cash/Bank,4000,2026-08-18,24.0, ,CSV_Import
Invoice - 2026-09-14_1181 ,Cash/Bank,4000,2026-08-15,21.0, ,CSV_Import
Invoice - 2026-09-12_1182 ,Cash/Bank,4000,2026-08-13,30.0, ,CSV_Import
Invoice - 2026-09-25_1183 ,Cash/Bank,4000,2026-08-26,30.0, ,CSV_Import
Invoice - 2026-09-26_1184 ,Cash/Bank,4000,2026-08-27,23.0, ,CSV_Import
Invoice - 2026-09-07_1185 ,Cash/Bank,4000,2026-08-08,21.0, ,CSV_Import
Invoice - 2026-09-29_1186 ,Cash/Bank,4000,2026-08-30,26.0, ,CSV_Import
Invoice - 2026-10-03_1187 ,Cash/Bank,4000,2026-09-03,22.0, ,CSV_Import
Invoice - 2026-09-29_1188 ,Cash/Bank,4000,2026-08-30,27.0, ,CSV_Import
Invoice - 2026-09-28_1189 ,Cash/Bank,4000,2026-08-29,24.0, ,CSV_Import
Invoice - 2026-09-10_1190 ,Cash/Bank,4000,2026-08-11,23.0, ,CSV_Import
Invoice - 2026-09-25_1191 ,Cash/Bank,4000,2026-08-26,21.0, ,CSV_Import
Invoice - 2026-09-21_1192 ,Cash/Bank,4000,2026-08-22,23.0, ,CSV_Import
Invoice - 2026-09-11_1193 ,Cash/Bank,4000,2026-08-12,20.0, ,CSV_Import
Invoice - 2026-09-17_1194 ,Cash/Bank,4000,2026-08-18,26.0, ,CSV_Import
Invoice - 2026-09-18_1195 ,Cash/Bank,4000,2026-08-19,23.0, ,CSV_Import
Invoice - 2026-10-03_1196 ,Cash/Bank,4000,2026-09-03,22.0, ,CSV_Import
Invoice - 2026-09-08_1197 ,Cash/Bank,4000,2026-08-09,30.0, ,CSV_Import
Invoice - 2026-09-29_1198 ,Cash/Bank,4000,2026-08-30,29.0, ,CSV_Import
Invoice - 2026-09-25_1199 ,Cash/Bank,4000,2026-08-26,28.0, ,CSV_Import
Invoice - 2026-09-19_1200 ,Cash/Bank,4000,2026-08-20,29.0, ,CSV_Import
Invoice - 2026-09-24_1201 ,Cash/Bank,4000,2026-08-25,30.0, ,CSV_Import
Invoice - 2026-09-09_1202 ,Cash/Bank,4000,2026-08-10,21.0, ,CSV_Import
Invoice - 2026-09-21_1203 ,Cash/Bank,4000,2026-08-22,22.0, ,CSV_Import
Invoice - 2026-09-26_1204 ,Cash/Bank,4000,2026-08-27,23.0, ,CSV_Import
Invoice - 2026-09-26_1205 ,Cash/Bank,4000,2026-08-27,28.0, ,CSV_Import
Invoice - 2026-09-29_1206 ,Cash/Bank,4000,2026-08-30,23.0, ,CSV_Import
Invoice - 2026-10-02_1207 ,Cash/Bank,4000,2026-09-02,26.0, ,CSV_Import
Invoice - 2026-09-05_1208 ,Cash/Bank,4000,2026-08-06,28.0, ,CSV_Import
Invoice - 2026-09-22_1209 ,Cash/Bank,4000,2026-08-23,24.0, ,CSV_Import
Invoice - 2026-09-16_1210 ,Cash/Bank,4000,2026-08-17,29.0, ,CSV_Import
Invoice - 2026-09-06_1211 ,Cash/Bank,4000,2026-08-07,26.0, ,CSV_Import
Invoice - 2026-09-11_1212 ,Cash/Bank,4000,2026-08-12,29.0, ,CSV_Import
Invoice - 2026-09-18_1213 ,Cash/Bank,4000,2026-08-19,23.0, ,CSV_Import
Invoice - 2026-09-24_1214 ,Cash/Bank,4000,2026-08-25,24.0, ,CSV_Import
Invoice - 2026-09-28_1215 ,Cash/Bank,4000,2026-08-29,20.0, ,CSV_Import
Invoice - 2026-09-23_1216 ,Cash/Bank,4000,2026-08-24,30.0, ,CSV_Import
Invoice - 2026-09-18_1217 ,Cash/Bank,4000,2026-08-19,29.0, ,CSV_Import
Invoice - 2026-09-24_1218 ,Cash/Bank,4000,2026-08-25,21.0, ,CSV_Import
Invoice - 2026-09-24_1219 ,Cash/Bank,4000,2026-08-25,20.0, ,CSV_Import
Invoice - 2026-09-12_1220 ,Cash/Bank,4000,2026-08-13,20.0, ,CSV_Import
Invoice - 2026-09-23_1221 ,Cash/Bank,4000,2026-08-24,27.0, ,CSV_Import
Invoice - 2026-09-21_1222 ,Cash/Bank,4000,2026-08-22,28.0, ,CSV_Import
Invoice - 2026-09-23_1223 ,Cash/Bank,4000,2026-08-24,27.0, ,CSV_Import
Invoice - 2026-09-22_1224 ,Cash/Bank,4000,2026-08-23,26.0, ,CSV_Import
Invoice - 2026-10-03_1225 ,Cash/Bank,4000,2026-09-03,27.0, ,CSV_Import
Invoice - 2026-09-13_1226 ,Cash/Bank,4000,2026-08-14,24.0, ,CSV_Import
Invoice - 2026-09-23_1227 ,Cash/Bank,4000,2026-08-24,22.0, ,CSV_Import
Invoice - 2026-09-27_1228 ,Cash/Bank,4000,2026-08-28,30.0, ,CSV_Import
Invoice - 2026-09-19_1229 ,Cash/Bank,4000,2026-08-20,20.0, ,CSV_Import
Invoice - 2026-09-25_1230 ,Cash/Bank,4000,2026-08-26,30.0, ,CSV_Import
Invoice - 2026-09-21_1231 ,Cash/Bank,4000,2026-08-22,21.0, ,CSV_Import
Invoice - 2026-09-09_1232 ,Cash/Bank,4000,2026-08-10,24.0, ,CSV_Import
Invoice - 2026-09-12_1233 ,Cash/Bank,4000,2026-08-13,27.0, ,CSV_Import
Invoice - 2026-09-28_1234 ,Cash/Bank,4000,2026-08-29,30.0, ,CSV_Import
Invoice - 2026-09-30_1235 ,Cash/Bank,4000,2026-08-31,23.0, ,CSV_Import
Invoice - 2026-09-22_1236 ,Cash/Bank,4000,2026-08-23,29.0, ,CSV_Import
Invoice - 2026-09-24_1237 ,Cash/Bank,4000,2026-08-25,23.0, ,CSV_Import
Invoice - 2026-10-03_1238 ,Cash/Bank,4000,2026-09-03,26.0, ,CSV_Import
Invoice - 2026-09-15_1239 ,Cash/Bank,4000,2026-08-16,30.0, ,CSV_Import
Invoice - 2026-09-15_1240 ,Cash/Bank,4000,2026-08-16,21.0, ,CSV_Import
Invoice - 2026-09-15_1241 ,Cash/Bank,4000,2026-08-16,23.0, ,CSV_Import
Invoice - 2026-09-27_1242 ,Cash/Bank,4000,2026-08-28,24.0, ,CSV_Import
Invoice - 2026-09-25_1243 ,Cash/Bank,4000,2026-08-26,25.0, ,CSV_Import
Invoice - 2026-09-07_1244 ,Cash/Bank,4000,2026-08-08,24.0, ,CSV_Import
Invoice - 2026-09-30_1245 ,Cash/Bank,4000,2026-08-31,20.0, ,CSV_Import
Invoice - 2026-09-11_1246 ,Cash/Bank,4000,2026-08-12,26.0, ,CSV_Import
Invoice - 2026-09-20_1247 ,Cash/Bank,4000,2026-08-21,20.0, ,CSV_Import
Invoice - 2026-09-23_1248 ,Cash/Bank,4000,2026-08-24,24.0, ,CSV_Import
Invoice - 2026-09-17_1249 ,Cash/Bank,4000,2026-08-18,27.0, ,CSV_Import
Invoice - 2026-09-17_1250 ,Cash/Bank,4000,2026-08-18,22.0, ,CSV_Import
Invoice - 2026-09-14_1251 ,Cash/Bank,4000,2026-08-15,25.0, ,CSV_Import
Invoice - 2026-09-07_1252 ,Cash/Bank,4000,2026-08-08,23.0, ,CSV_Import
Invoice - 2026-09-08_1253 ,Cash/Bank,4000,2026-08-09,23.0, ,CSV_Import
Invoice - 2026-09-25_1254 ,Cash/Bank,4000,2026-08-26,22.0, ,CSV_Import
Invoice - 2026-09-26_1255 ,Cash/Bank,4000,2026-08-27,23.0, ,CSV_Import
Invoice - 2026-09-26_1256 ,Cash/Bank,4000,2026-08-27,20.0, ,CSV_Import
Invoice - 2026-09-25_1257 ,Cash/Bank,4000,2026-08-26,28.0, ,CSV_Import
Invoice - 2026-10-01_1258 ,Cash/Bank,4000,2026-09-01,26.0, ,CSV_Import
Invoice - 2026-09-15_1259 ,Cash/Bank,4000,2026-08-16,28.0, ,CSV_Import
Invoice - 2026-10-02_1260 ,Cash/Bank,4000,2026-09-02,22.0, ,CSV_Import
Invoice - 2026-09-14_1261 ,Cash/Bank,4000,2026-08-15,28.0, ,CSV_Import
Invoice - 2026-09-11_1262 ,Cash/Bank,4000,2026-08-12,25.0, ,CSV_Import
Invoice - 2026-09-17_1263 ,Cash/Bank,4000,2026-08-18,21.0, ,CSV_Import
Invoice - 2026-09-15_1264 ,Cash/Bank,4000,2026-08-16,29.0, ,CSV_Import
Invoice - 2026-09-11_1265 ,Cash/Bank,4000,2026-08-12,20.0, ,CSV_Import
Invoice - 2026-09-17_1266 ,Cash/Bank,4000,2026-08-18,29.0, ,CSV_Import
Invoice - 2026-09-05_1267 ,Cash/Bank,4000,2026-08-06,27.0, ,CSV_Import
Invoice - 2026-09-17_1268 ,Cash/Bank,4000,2026-08-18,26.0, ,CSV_Import
Invoice - 2026-09-10_1269 ,Cash/Bank,4000,2026-08-11,30.0, ,CSV_Import
Invoice - 2026-09-07_1270 ,Cash/Bank,4000,2026-08-08,23.0, ,CSV_Import
Invoice - 2026-09-27_1271 ,Cash/Bank,4000,2026-08-28,25.0, ,CSV_Import
Invoice - 2026-09-11_1272 ,Cash/Bank,4000,2026-08-12,27.0, ,CSV_Import
Invoice - 2026-09-18_1273 ,Cash/Bank,4000,2026-08-19,29.0, ,CSV_Import
Invoice - 2026-09-09_1274 ,Cash/Bank,4000,2026-08-10,20.0, ,CSV_Import
Invoice - 2026-09-09_1275 ,Cash/Bank,4000,2026-08-10,25.0, ,CSV_Import
Invoice - 2026-10-02_1276 ,Cash/Bank,4000,2026-09-02,26.0, ,CSV_Import
Invoice - 2026-09-30_1277 ,Cash/Bank,4000,2026-08-31,25.0, ,CSV_Import
Invoice - 2026-09-24_1278 ,Cash/Bank,4000,2026-08-25,28.0, ,CSV_Import
Invoice - 2026-09-19_1279 ,Cash/Bank,4000,2026-08-20,28.0, ,CSV_Import
Invoice - 2026-09-09_1280 ,Cash/Bank,4000,2026-08-10,24.0, ,CSV_Import
Invoice - 2026-09-16_1281 ,Cash/Bank,4000,2026-08-17,20.0, ,CSV_Import
Invoice - 2026-09-26_1282 ,Cash/Bank,4000,2026-08-27,24.0, ,CSV_Import
Invoice - 2026-09-22_1283 ,Cash/Bank,4000,2026-08-23,29.0, ,CSV_Import
Invoice - 2026-10-02_1284 ,Cash/Bank,4000,2026-09-02,29.0, ,CSV_Import
