transaction,account_key,client_key,journal_date_key,debit_amount,credit_amount,?column?
Invoice - 2026-09-13_1040 ,Account Receivables,4000,2026-08-14, ,24.0,CSV_Import
Invoice - 2026-09-07_1041 ,Account Receivables,4000,2026-08-08, ,25.0,CSV_Import
Invoice - 2026-09-24_1042 ,Account Receivables,4000,2026-08-25, ,29.0,CSV_Import
Invoice - 2026-09-22_1043 ,Account Receivables,4000,2026-08-23, ,27.0,CSV_Import
Invoice - 2026-09-10_1044 ,Account Receivables,4000,2026-08-11, ,25.0,CSV_Import
Invoice - 2026-09-11_1045 ,Account Receivables,4000,2026-08-12, ,22.0,CSV_Import
Invoice - 2026-09-11_1046 ,Account Receivables,4000,2026-08-12, ,30.0,CSV_Import
Invoice - 2026-09-17_1047 ,Account Receivables,4000,2026-08-18, ,29.0,CSV_Import
Invoice - 2026-09-06_1048 ,Account Receivables,4000,2026-08-07, ,27.0,CSV_Import
Invoice - 2026-09-17_1049 ,Account Receivables,4000,2026-08-18, ,21.0,CSV_Import
Invoice - 2026-09-15_1050 ,Account Receivables,4000,2026-08-16, ,20.0,CSV_Import
Invoice - 2026-09-21_1051 ,Account Receivables,4000,2026-08-22, ,20.0,CSV_Import
Invoice - 2026-09-08_1052 ,Account Receivables,4000,2026-08-09, ,25.0,CSV_Import
Invoice - 2026-09-12_1053 ,Account Receivables,4000,2026-08-13, ,21.0,CSV_Import
Invoice - 2026-09-21_1054 ,Account Receivables,4000,2026-08-22, ,25.0,CSV_Import
Invoice - 2026-09-11_1055 ,Account Receivables,4000,2026-08-12, ,22.0,CSV_Import
Invoice - 2026-10-02_1056 ,Account Receivables,4000,2026-09-02, ,25.0,CSV_Import
Invoice - 2026-09-16_1057 ,Account Receivables,4000,2026-08-17, ,30.0,CSV_Import
Invoice - 2026-09-08_1058 ,Account Receivables,4000,2026-08-09, ,23.0,CSV_Import
Invoice - 2026-09-06_1059 ,Account Receivables,4000,2026-08-07, ,29.0,CSV_Import
Invoice - 2026-09-24_1060 ,Account Receivables,4000,2026-08-25, ,24.0,CSV_Import
Invoice - 2026-10-01_1061 ,Account Receivables,4000,2026-09-01, ,30.0,CSV_Import
Invoice - 2026-09-23_1062 ,Account Receivables,4000,2026-08-24, ,22.0,CSV_Import
Invoice - 2026-10-03_1063 ,Account Receivables,4000,2026-09-03, ,24.0,CSV_Import
Invoice - 2026-09-11_1064 ,Account Receivables,4000,2026-08-12, ,29.0,CSV_Import
Invoice - 2026-09-30_1065 ,Account Receivables,4000,2026-08-31, ,30.0,CSV_Import
Invoice - 2026-09-09_1066 ,Account Receivables,4000,2026-08-10, ,30.0,CSV_Import
Invoice - 2026-09-09_1067 ,Account Receivables,4000,2026-08-10, ,21.0,CSV_Import
Invoice - 2026-09-12_1068 ,Account Receivables,4000,2026-08-13, ,21.0,CSV_Import
Invoice - 2026-09-29_1069 ,Account Receivables,4000,2026-08-30, ,30.0,CSV_Import
Invoice - 2026-09-16_1070 ,Account Receivables,4000,2026-08-17, ,29.0,CSV_Import
Invoice - 2026-09-27_1071 ,Account Receivables,4000,2026-08-28, ,21.0,CSV_Import
Invoice - 2026-10-03_1072 ,Account Receivables,4000,2026-09-03, ,20.0,CSV_Import
Invoice - 2026-09-11_1073 ,Account Receivables,4000,2026-08-12, ,22.0,CSV_Import
Invoice - 2026-09-13_1074 ,Account Receivables,4000,2026-08-14, ,22.0,CSV_Import
Invoice - 2026-09-12_1075 ,Account Receivables,4000,2026-08-13, ,25.0,CSV_Import
Invoice - 2026-09-23_1076 ,Account Receivables,4000,2026-08-24, ,30.0,CSV_Import
Invoice - 2026-09-27_1077 ,Account Receivables,4000,2026-08-28, ,20.0,CSV_Import
Invoice - 2026-09-18_1078 ,Account Receivables,4000,2026-08-19, ,22.0,CSV_Import
Invoice - 2026-09-07_1079 ,Account Receivables,4000,2026-08-08, ,30.0,CSV_Import
Invoice - 2026-09-10_1080 ,Account Receivables,4000,2026-08-11, ,21.0,CSV_Import
Invoice - 2026-09-28_1081 ,Account Receivables,4000,2026-08-29, ,27.0,CSV_Import
Invoice - 2026-09-23_1082 ,Account Receivables,4000,2026-08-24, ,23.0,CSV_Import
Invoice - 2026-09-15_1083 ,Account Receivables,4000,2026-08-16, ,24.0,CSV_Import
Invoice - 2026-09-11_1084 ,Account Receivables,4000,2026-08-12, ,29.0,CSV_Import
Invoice - 2026-09-17_1085 ,Account Receivables,4000,2026-08-18, ,30.0,CSV_Import
Invoice - 2026-09-25_1086 ,Account Receivables,4000,2026-08-26, ,25.0,CSV_Import
Invoice - 2026-09-10_1087 ,Account Receivables,4000,2026-08-11, ,30.0,CSV_Import
Invoice - 2026-09-24_1088 ,Account Receivables,4000,2026-08-25, ,29.0,CSV_Import
Invoice - 2026-09-09_1089 ,Account Receivables,4000,2026-08-10, ,29.0,CSV_Import
Invoice - 2026-09-29_1090 ,Account Receivables,4000,2026-08-30, ,26.0,CSV_Import
Invoice - 2026-09-15_1091 ,Account Receivables,4000,2026-08-16, ,24.0,CSV_Import
Invoice - 2026-09-11_1092 ,Account Receivables,4000,2026-08-12, ,26.0,CSV_Import
Invoice - 2026-09-12_1093 ,Account Receivables,4000,2026-08-13, ,26.0,CSV_Import
Invoice - 2026-09-27_1094 ,Account Receivables,4000,2026-08-28, ,22.0,CSV_Import
Invoice - 2026-09-11_1095 ,Account Receivables,4000,2026-08-12, ,23.0,CSV_Import
Invoice - 2026-09-30_1096 ,Account Receivables,4000,2026-08-31, ,28.0,CSV_Import
Invoice - 2026-09-16_1097 ,Account Receivables,4000,2026-08-17, ,28.0,CSV_Import
Invoice - 2026-09-19_1098 ,Account Receivables,4000,2026-08-20, ,28.0,CSV_Import
Invoice - 2026-09-26_1099 ,Account Receivables,4000,2026-08-27, ,20.0,CSV_Import
Invoice - 2026-09-11_1100 ,Account Receivables,4000,2026-08-12, ,23.0,CSV_Import
Invoice - 2026-09-10_1101 ,Account Receivables,4000,2026-08-11, ,24.0,CSV_Import
Invoice - 2026-09-27_1102 ,Account Receivables,4000,2026-08-28, ,23.0,CSV_Import
Invoice - 2026-09-14_1103 ,Account Receivables,4000,2026-08-15, ,26.0,CSV_Import
Invoice - 2026-09-10_1104 ,Account Receivables,4000,2026-08-11, ,28.0,CSV_Import
Invoice - 2026-09-09_1105 ,Account Receivables,4000,2026-08-10, ,20.0,CSV_Import
Invoice - 2026-10-01_1106 ,Account Receivables,4000,2026-09-01, ,21.0,CSV_Import
Invoice - 2026-09-30_1107 ,Account Receivables,4000,2026-08-31, ,22.0,CSV_Import
Invoice - 2026-09-07_1108 ,Account Receivables,4000,2026-08-08, ,27.0,CSV_Import
Invoice - 2026-09-06_1109 ,Account Receivables,4000,2026-08-07, ,25.0,CSV_Import
Invoice - 2026-10-03_1110 ,Account Receivables,4000,2026-09-03, ,20.0,CSV_Import
Invoice - 2026-10-02_1111 ,Account Receivables,4000,2026-09-02, ,30.0,CSV_Import
Invoice - 2026-09-22_1112 ,Account Receivables,4000,2026-08-23, ,24.0,CSV_Import
Invoice - 2026-09-19_1113 ,Account Receivables,4000,2026-08-20, ,22.0,CSV_Import
Invoice - 2026-09-22_1114 ,Account Receivables,4000,2026-08-23, ,30.0,CSV_Import
Invoice - 2026-09-24_1115 ,Account Receivables,4000,2026-08-25, ,29.0,CSV_Import
Invoice - 2026-09-12_1116 ,Account Receivables,4000,2026-08-13, ,29.0,CSV_Import
Invoice - 2026-10-02_1117 ,Account Receivables,4000,2026-09-02, ,27.0,CSV_Import
Invoice - 2026-09-30_1118 ,Account Receivables,4000,2026-08-31, ,27.0,CSV_Import
Invoice - 2026-09-07_1119 ,Account Receivables,4000,2026-08-08, ,29.0,CSV_Import
Invoice - 2026-09-11_1120 ,Account Receivables,4000,2026-08-12, ,30.0,CSV_Import
Invoice - 2026-09-10_1121 ,Account Receivables,4000,2026-08-11, ,30.0,CSV_Import
Invoice - 2026-09-22_1122 ,Account Receivables,4000,2026-08-23, ,22.0,CSV_Import
Invoice - 2026-09-11_1123 ,Account Receivables,4000,2026-08-12, ,29.0,CSV_Import
Invoice - 2026-09-27_1124 ,Account Receivables,4000,2026-08-28, ,23.0,CSV_Import
Invoice - 2026-09-26_1125 ,Account Receivables,4000,2026-08-27, ,29.0,CSV_Import
Invoice - 2026-09-14_1126 ,Account Receivables,4000,2026-08-15, ,23.0,CSV_Import
Invoice - 2026-10-02_1127 ,Account Receivables,4000,2026-09-02, ,20.0,CSV_Import
Invoice - 2026-09-29_1128 ,Account Receivables,4000,2026-08-30, ,22.0,CSV_Import
Invoice - 2026-09-30_1129 ,Account Receivables,4000,2026-08-31, ,28.0,CSV_Import
Invoice - 2026-10-01_1130 ,Account Receivables,4000,2026-09-01, ,23.0,CSV_Import
Invoice - 2026-09-29_1131 ,Account Receivables,4000,2026-08-30, ,23.0,CSV_Import
Invoice - 2026-09-23_1132 ,Account Receivables,4000,2026-08-24, ,22.0,CSV_Import
Invoice - 2026-10-02_1133 ,Account Receivables,4000,2026-09-02, ,27.0,CSV_Import
Invoice - 2026-09-24_1134 ,Account Receivables,4000,2026-08-25, ,28.0,CSV_Import
Invoice - 2026-09-29_1135 ,Account Receivables,4000,2026-08-30, ,28.0,CSV_Import
Invoice - 2026-09-28_1136 ,Account Receivables,4000,2026-08-29, ,26.0,CSV_Import
Invoice - 2026-09-22_1137 ,Account Receivables,4000,2026-08-23, ,29.0,CSV_Import
Invoice - 2026-09-18_1138 ,Account Receivables,4000,2026-08-19, ,28.0,CSV_Import
Invoice - 2026-09-22_1139 ,Account Receivables,4000,2026-08-23, ,21.0,CSV_Import
Invoice - 2026-09-21_1140 ,Account Receivables,4000,2026-08-22, ,26.0,CSV_Import
Invoice - 2026-09-19_1141 ,Account Receivables,4000,2026-08-20, ,24.0,CSV_Import
Invoice - 2026-09-18_1142 ,Account Receivables,4000,2026-08-19, ,26.0,CSV_Import
Invoice - 2026-09-18_1143 ,Account Receivables,4000,2026-08-19, ,27.0,CSV_Import
Invoice - 2026-09-29_1144 ,Account Receivables,4000,2026-08-30, ,30.0,CSV_Import
Invoice - 2026-09-05_1145 ,Account Receivables,4000,2026-08-06, ,27.0,CSV_Import
Invoice - 2026-09-19_1146 ,Account Receivables,4000,2026-08-20, ,29.0,CSV_Import
Invoice - 2026-10-02_1147 ,Account Receivables,4000,2026-09-02, ,28.0,CSV_Import
Invoice - 2026-09-22_1148 ,Account Receivables,4000,2026-08-23, ,30.0,CSV_Import
Invoice - 2026-09-27_1149 ,Account Receivables,4000,2026-08-28, ,24.0,CSV_Import
Invoice - 2026-09-27_1150 ,Account Receivables,4000,2026-08-28, ,27.0,CSV_Import
Invoice - 2026-09-09_1151 ,Account Receivables,4000,2026-08-10, ,27.0,CSV_Import
Invoice - 2026-09-21_1152 ,Account Receivables,4000,2026-08-22, ,24.0,CSV_Import
Invoice - 2026-09-23_1153 ,Account Receivables,4000,2026-08-24, ,26.0,CSV_Import
Invoice - 2026-09-25_1154 ,Account Receivables,4000,2026-08-26, ,28.0,CSV_Import
Invoice - 2026-09-29_1155 ,Account Receivables,4000,2026-08-30, ,28.0,CSV_Import
Invoice - 2026-09-05_1156 ,Account Receivables,4000,2026-08-06, ,29.0,CSV_Import
Invoice - 2026-09-20_1157 ,Account Receivables,4000,2026-08-21, ,22.0,CSV_Import
Invoice - 2026-09-12_1158 ,Account Receivables,4000,2026-08-13, ,20.0,CSV_Import
Invoice - 2026-10-01_1159 ,Account Receivables,4000,2026-09-01, ,29.0,CSV_Import
Invoice - 2026-09-07_1160 ,Account Receivables,4000,2026-08-08, ,23.0,CSV_Import
Invoice - 2026-09-22_1161 ,Account Receivables,4000,2026-08-23, ,28.0,CSV_Import
Invoice - 2026-09-19_1162 ,Account Receivables,4000,2026-08-20, ,21.0,CSV_Import
Invoice - 2026-10-03_1163 ,Account Receivables,4000,2026-09-03, ,27.0,CSV_Import
Invoice - 2026-09-13_1164 ,Account Receivables,4000,2026-08-14, ,24.0,CSV_Import
Invoice - 2026-09-20_1165 ,Account Receivables,4000,2026-08-21, ,22.0,CSV_Import
Invoice - 2026-09-06_1166 ,Account Receivables,4000,2026-08-07, ,29.0,CSV_Import
Invoice - 2026-09-14_1167 ,Account Receivables,4000,2026-08-15, ,29.0,CSV_Import
Invoice - 2026-09-15_1168 ,Account Receivables,4000,2026-08-16, ,27.0,CSV_Import
Invoice - 2026-09-06_1169 ,Account Receivables,4000,2026-08-07, ,28.0,CSV_Import
Invoice - 2026-09-09_1170 ,Account Receivables,4000,2026-08-10, ,25.0,CSV_Import
Invoice - 2026-09-24_1171 ,Account Receivables,4000,2026-08-25, ,22.0,CSV_Import
Invoice - 2026-09-21_1172 ,Account Receivables,4000,2026-08-22, ,26.0,CSV_Import
Invoice - 2026-09-13_1173 ,Account Receivables,4000,2026-08-14, ,22.0,CSV_Import
Invoice - 2026-09-13_1174 ,Account Receivables,4000,2026-08-14, ,30.0,CSV_Import
Invoice - 2026-09-06_1175 ,Account Receivables,4000,2026-08-07, ,24.0,CSV_Import
Invoice - 2026-09-20_1176 ,Account Receivables,4000,2026-08-21, ,27.0,CSV_Import
Invoice - 2026-09-28_1177 ,Account Receivables,4000,2026-08-29, ,30.0,CSV_Import
Invoice - 2026-09-05_1178 ,Account Receivables,4000,2026-08-06, ,30.0,CSV_Import
Invoice - 2026-09-18_1179 ,Account Receivables,4000,2026-08-19, ,28.0,CSV_Import
Invoice - 2026-09-17_1180 ,Account Receivables,4000,2026-08-18, ,24.0,CSV_Import
Invoice - 2026-09-14_1181 ,Account Receivables,4000,2026-08-15, ,21.0,CSV_Import
Invoice - 2026-09-12_1182 ,Account Receivables,4000,2026-08-13, ,30.0,CSV_Import
Invoice - 2026-09-25_1183 ,Account Receivables,4000,2026-08-26, ,30.0,CSV_Import
Invoice - 2026-09-26_1184 ,Account Receivables,4000,2026-08-27, ,23.0,CSV_Import
Invoice - 2026-09-07_1185 ,Account Receivables,4000,2026-08-08, ,21.0,CSV_Import
Invoice - 2026-09-29_1186 ,Account Receivables,4000,2026-08-30, ,26.0,CSV_Import
Invoice - 2026-10-03_1187 ,Account Receivables,4000,2026-09-03, ,22.0,CSV_Import
Invoice - 2026-09-29_1188 ,Account Receivables,4000,2026-08-30, ,27.0,CSV_Import
Invoice - 2026-09-28_1189 ,Account Receivables,4000,2026-08-29, ,24.0,CSV_Import
Invoice - 2026-09-10_1190 ,Account Receivables,4000,2026-08-11, ,23.0,CSV_Import
Invoice - 2026-09-25_1191 ,Account Receivables,4000,2026-08-26, ,21.0,CSV_Import
Invoice - 2026-09-21_1192 ,Account Receivables,4000,2026-08-22, ,23.0,CSV_Import
Invoice - 2026-09-11_1193 ,Account Receivables,4000,2026-08-12, ,20.0,CSV_Import
Invoice - 2026-09-17_1194 ,Account Receivables,4000,2026-08-18, ,26.0,CSV_Import
Invoice - 2026-09-18_1195 ,Account Receivables,4000,2026-08-19, ,23.0,CSV_Import
Invoice - 2026-10-03_1196 ,Account Receivables,4000,2026-09-03, ,22.0,CSV_Import
Invoice - 2026-09-08_1197 ,Account Receivables,4000,2026-08-09, ,30.0,CSV_Import
Invoice - 2026-09-29_1198 ,Account Receivables,4000,2026-08-30, ,29.0,CSV_Import
Invoice - 2026-09-25_1199 ,Account Receivables,4000,2026-08-26, ,28.0,CSV_Import
Invoice - 2026-09-19_1200 ,Account Receivables,4000,2026-08-20, ,29.0,CSV_Import
Invoice - 2026-09-24_1201 ,Account Receivables,4000,2026-08-25, ,30.0,CSV_Import
Invoice - 2026-09-09_1202 ,Account Receivables,4000,2026-08-10, ,21.0,CSV_Import
Invoice - 2026-09-21_1203 ,Account Receivables,4000,2026-08-22, ,22.0,CSV_Import
Invoice - 2026-09-26_1204 ,Account Receivables,4000,2026-08-27, ,23.0,CSV_Import
Invoice - 2026-09-26_1205 ,Account Receivables,4000,2026-08-27, ,28.0,CSV_Import
Invoice - 2026-09-29_1206 ,Account Receivables,4000,2026-08-30, ,23.0,CSV_Import
Invoice - 2026-10-02_1207 ,Account Receivables,4000,2026-09-02, ,26.0,CSV_Import
Invoice - 2026-09-05_1208 ,Account Receivables,4000,2026-08-06, ,28.0,CSV_Import
Invoice - 2026-09-22_1209 ,Account Receivables,4000,2026-08-23, ,24.0,CSV_Import
Invoice - 2026-09-16_1210 ,Account Receivables,4000,2026-08-17, ,29.0,CSV_Import
Invoice - 2026-09-06_1211 ,Account Receivables,4000,2026-08-07, ,26.0,CSV_Import
Invoice - 2026-09-11_1212 ,Account Receivables,4000,2026-08-12, ,29.0,CSV_Import
Invoice - 2026-09-18_1213 ,Account Receivables,4000,2026-08-19, ,23.0,CSV_Import
Invoice - 2026-09-24_1214 ,Account Receivables,4000,2026-08-25, ,24.0,CSV_Import
Invoice - 2026-09-28_1215 ,Account Receivables,4000,2026-08-29, ,20.0,CSV_Import
Invoice - 2026-09-23_1216 ,Account Receivables,4000,2026-08-24, ,30.0,CSV_Import
Invoice - 2026-09-18_1217 ,Account Receivables,4000,2026-08-19, ,29.0,CSV_Import
Invoice - 2026-09-24_1218 ,Account Receivables,4000,2026-08-25, ,21.0,CSV_Import
Invoice - 2026-09-24_1219 ,Account Receivables,4000,2026-08-25, ,20.0,CSV_Import
Invoice - 2026-09-12_1220 ,Account Receivables,4000,2026-08-13, ,20.0,CSV_Import
Invoice - 2026-09-23_1221 ,Account Receivables,4000,2026-08-24, ,27.0,CSV_Import
Invoice - 2026-09-21_1222 ,Account Receivables,4000,2026-08-22, ,28.0,CSV_Import
Invoice - 2026-09-23_1223 ,Account Receivables,4000,2026-08-24, ,27.0,CSV_Import
Invoice - 2026-09-22_1224 ,Account Receivables,4000,2026-08-23, ,26.0,CSV_Import
Invoice - 2026-10-03_1225 ,Account Receivables,4000,2026-09-03, ,27.0,CSV_Import
Invoice - 2026-09-13_1226 ,Account Receivables,4000,2026-08-14, ,24.0,CSV_Import
Invoice - 2026-09-23_1227 ,Account Receivables,4000,2026-08-24, ,22.0,CSV_Import
Invoice - 2026-09-27_1228 ,Account Receivables,4000,2026-08-28, ,30.0,CSV_Import
Invoice - 2026-09-19_1229 ,Account Receivables,4000,2026-08-20, ,20.0,CSV_Import
Invoice - 2026-09-25_1230 ,Account Receivables,4000,2026-08-26, ,30.0,CSV_Import
Invoice - 2026-09-21_1231 ,Account Receivables,4000,2026-08-22, ,21.0,CSV_Import
Invoice - 2026-09-09_1232 ,Account Receivables,4000,2026-08-10, ,24.0,CSV_Import
Invoice - 2026-09-12_1233 ,Account Receivables,4000,2026-08-13, ,27.0,CSV_Import
Invoice - 2026-09-28_1234 ,Account Receivables,4000,2026-08-29, ,30.0,CSV_Import
Invoice - 2026-09-30_1235 ,Account Receivables,4000,2026-08-31, ,23.0,CSV_Import
Invoice - 2026-09-22_1236 ,Account Receivables,4000,2026-08-23, ,29.0,CSV_Import
Invoice - 2026-09-24_1237 ,Account Receivables,4000,2026-08-25, ,23.0,CSV_Import
Invoice - 2026-10-03_1238 ,Account Receivables,4000,2026-09-03, ,26.0,CSV_Import
Invoice - 2026-09-15_1239 ,Account Receivables,4000,2026-08-16, ,30.0,CSV_Import
Invoice - 2026-09-15_1240 ,Account Receivables,4000,2026-08-16, ,21.0,CSV_Import
Invoice - 2026-09-15_1241 ,Account Receivables,4000,2026-08-16, ,23.0,CSV_Import
Invoice - 2026-09-27_1242 ,Account Receivables,4000,2026-08-28, ,24.0,CSV_Import
Invoice - 2026-09-25_1243 ,Account Receivables,4000,2026-08-26, ,25.0,CSV_Import
Invoice - 2026-09-07_1244 ,Account Receivables,4000,2026-08-08, ,24.0,CSV_Import
Invoice - 2026-09-30_1245 ,Account Receivables,4000,2026-08-31, ,20.0,CSV_Import
Invoice - 2026-09-11_1246 ,Account Receivables,4000,2026-08-12, ,26.0,CSV_Import
Invoice - 2026-09-20_1247 ,Account Receivables,4000,2026-08-21, ,20.0,CSV_Import
Invoice - 2026-09-23_1248 ,Account Receivables,4000,2026-08-24, ,24.0,CSV_Import
Invoice - 2026-09-17_1249 ,Account Receivables,4000,2026-08-18, ,27.0,CSV_Import
Invoice - 2026-09-17_1250 ,Account Receivables,4000,2026-08-18, ,22.0,CSV_Import
Invoice - 2026-09-14_1251 ,Account Receivables,4000,2026-08-15, ,25.0,CSV_Import
Invoice - 2026-09-07_1252 ,Account Receivables,4000,2026-08-08, ,23.0,CSV_Import
Invoice - 2026-09-08_1253 ,Account Receivables,4000,2026-08-09, ,23.0,CSV_Import
Invoice - 2026-09-25_1254 ,Account Receivables,4000,2026-08-26, ,22.0,CSV_Import
Invoice - 2026-09-26_1255 ,Account Receivables,4000,2026-08-27, ,23.0,CSV_Import
Invoice - 2026-09-26_1256 ,Account Receivables,4000,2026-08-27, ,20.0,CSV_Import
Invoice - 2026-09-25_1257 ,Account Receivables,4000,2026-08-26, ,28.0,CSV_Import
Invoice - 2026-10-01_1258 ,Account Receivables,4000,2026-09-01, ,26.0,CSV_Import
Invoice - 2026-09-15_1259 ,Account Receivables,4000,2026-08-16, ,28.0,CSV_Import
Invoice - 2026-10-02_1260 ,Account Receivables,4000,2026-09-02, ,22.0,CSV_Import
Invoice - 2026-09-14_1261 ,Account Receivables,4000,2026-08-15, ,28.0,CSV_Import
Invoice - 2026-09-11_1262 ,Account Receivables,4000,2026-08-12, ,25.0,CSV_Import
Invoice - 2026-09-17_1263 ,Account Receivables,4000,2026-08-18, ,21.0,CSV_Import
Invoice - 2026-09-15_1264 ,Account Receivables,4000,2026-08-16, ,29.0,CSV_Import
Invoice - 2026-09-11_1265 ,Account Receivables,4000,2026-08-12, ,20.0,CSV_Import
Invoice - 2026-09-17_1266 ,Account Receivables,4000,2026-08-18, ,29.0,CSV_Import
Invoice - 2026-09-05_1267 ,Account Receivables,4000,2026-08-06, ,27.0,CSV_Import
Invoice - 2026-09-17_1268 ,Account Receivables,4000,2026-08-18, ,26.0,CSV_Import
Invoice - 2026-09-10_1269 ,Account Receivables,4000,2026-08-11, ,30.0,CSV_Import
Invoice - 2026-09-07_1270 ,Account Receivables,4000,2026-08-08, ,23.0,CSV_Import
Invoice - 2026-09-27_1271 ,Account Receivables,4000,2026-08-28, ,25.0,CSV_Import
Invoice - 2026-09-11_1272 ,Account Receivables,4000,2026-08-12, ,27.0,CSV_Import
Invoice - 2026-09-18_1273 ,Account Receivables,4000,2026-08-19, ,29.0,CSV_Import
Invoice - 2026-09-09_1274 ,Account Receivables,4000,2026-08-10, ,20.0,CSV_Import
Invoice - 2026-09-09_1275 ,Account Receivables,4000,2026-08-10, ,25.0,CSV_Import
Invoice - 2026-10-02_1276 ,Account Receivables,4000,2026-09-02, ,26.0,CSV_Import
Invoice - 2026-09-30_1277 ,Account Receivables,4000,2026-08-31, ,25.0,CSV_Import
Invoice - 2026-09-24_1278 ,Account Receivables,4000,2026-08-25, ,28.0,CSV_Import
Invoice - 2026-09-19_1279 ,Account Receivables,4000,2026-08-20, ,28.0,CSV_Import
Invoice - 2026-09-09_1280 ,Account Receivables,4000,2026-08-10, ,24.0,CSV_Import
Invoice - 2026-09-16_1281 ,Account Receivables,4000,2026-08-17, ,20.0,CSV_Import
Invoice - 2026-09-26_1282 ,Account Receivables,4000,2026-08-27, ,24.0,CSV_Import
Invoice - 2026-09-22_1283 ,Account Receivables,4000,2026-08-23, ,29.0,CSV_Import
Invoice - 2026-10-02_1284 ,Account Receivables,4000,2026-09-02, ,29.0,CSV_Import
Invoice - 2026-09-23_1285 ,Account Receivables,4000,2026-08-24, ,28.0,CSV_Import
Invoice - 2026-09-20_1286 ,Account Receivables,4000,2026-08-21, ,23.0,CSV_Import
Invoice - 2026-09-10_1287 ,Account Receivables,4000,2026-08-11, ,30.0,CSV_Import
Invoice - 2026-09-18_1288 ,Account Receivables,4000,2026-08-19, ,25.0,CSV_Import
Invoice - 2026-09-10_1289 ,Account Receivables,4000,2026-08-11, ,28.0,CSV_Import
Invoice - 2026-09-25_1290 ,Account Receivables,4000,2026-08-26, ,25.0,CSV_Import
